jewels 2
must 11
offend 1
thinly 1
chary 1
send'st 1
cut 1
gilded 1
warrior 1
steepy 1
proving 1
untrue 1
two 5
prize 1
pent 1
moment 1
clay 1
carcanet 1
found 4
excuse 2
tear 1
present'st 1
lark 1
arts 1
gives 3
limits 1
think 5
vanish'd 1
forbidden 1
services 1
sepulchres 1
torture 1
mistress 1
watch 2
receiv'st 2
perusal 1
pluck 2
thing 6
sightless 2
forsworn 1
thine 32
fashion 1
till 8
attend 1
lie 5
had 6
apparel 1
summer's 7
others' 1
smell 1
canopy 1
guides 1
bear'st 1
late 1
compile 1
separation 1
hap 1
feathers 1
things 5
beauteous 7
given 3
glass 7
perish 1
chest 3
last 1
pour'st 1
yellowed 1
wary 1
weight 1
merit 2
swart-complexion'd 1
warm 1
measure 1
converted 2
pry 1
fixed 1
whereof 3
nursed 1
full 5
injurious 2
memory 6
away 10
sinks 1
o'ertake 1
trespass 1
house 1
sable 1
disdains 1
scorned 1
yea 1
stronger 2
eye's 2
painful 1
early 1
anon 2
filching 1
hours 9
pain 1
shore 3
yet 21
enlarged 1
stars 5
titles 1
windows 3
faring 1
makeless 1
canker 2
shorn 1
gravity 1
heinous 1
paid 1
battering 1
short 1
time 35
replete 1
bravery 1
imitated 2
measured 1
shadow 8
mind's 1
happy 7
wretch's 1
put 2
imprison'd 2
remembered 3
her 16
golden 4
bier 1
fountains 1
glutton 1
odour 2
pale 1
grows 1
flowers 4
sessions 1
having 2
laws 1
bide 1
wretch 1
down-razed 1
blots 1
light 4
'fore 1
bids 1
convertest 1
sorrows 2
infection 1
whereon 2
methods 1
bright 10
alien 1
ornament 5
low 1
time's 10
gracious 4
grown 1
manners 1
meant 1
wealth 4
means 1
desire 5
survive 1
profitless 1
disgrace 3
niggard 2
barren 4
eternal 5
tiger's 1
sword 1
aught 1
kind-hearted 1
antiquity 1
hanging 1
travel 2
small 1
hid 2
quick 2
haply 1
defeated 1
shamed 1
before 9
doom 2
visage 1
rhymers 1
tell 6
possession 1
straying 1
husband 1
shames 1
him 21
his 64
shows 4
wasteful 2
prick'd 1
shown 1
checked 2
bear 9
pointing 1
majesty 2
consider 1
flatter 2
day 19
keeps 3
famoused 1
ambush 1
minutes 3
created 1
nimble 1
worthiness 1
done 3
water 1
twice 1
pierced 1
deserv'd 1
highmost 1
entertain 1
ease 1
beck 1
part 13
body's 1
their 28
steals 1
jealousy 1
elsewhere 1
point 1
beguile 1
grieved 1
tend 3
sounds 1
sourly 2
uphold 1
possessing 1
couplement 1
relief 1
endowed 1
delves 1
erst 1
eternity 1
statues 1
clear 2
heavily 2
clean 1
seeking 1
approve 2
neither 1
glad 2
splendour 1
restor'd 1
account 3
dearest 2
truest 1
widow's 1
sometime 5
furrows 1
been 1
dost 18
where-through 1
contracted 2
dial's 1
advance 1
doth 55
record 2
murderous 1
you 75
knowledge 2
jump 1
prime 3
pass 1
banks 1
past 2
sharpen'd 1
ashes 1
active 1
churls 1
alchemy 1
eclipses 1
whose 9
transfix 1
death-bed 1
millions 2
sweetly 2
touched 1
compare 4
gardens 1
wherewith 1
atthat 1
soil 1
hot 1
how 24
composition 1
brag 1
world-without-end 1
mine 35
mind 8
day's 1
forbear 1
subjects 1
right 4
march 1
stealing 2
tells 1
touches 2
obsequious 1
answer 1
meet 1
stage 2
taught 2
calls 3
o'er 2
consum'st 1
ruminate 1
thrive 2
under 3
desert 3
misplaced 1
did 8
die 8
dig 1
added 1
unbless 1
sometimes 1
foregone 1
engrafted 1
promise 1
besiege 1
robbery 1
down 1
hold 6
shifting 1
fears 1
brings 1
kingdoms 1
seals 1
adding 1
tall 1
impregnable 1
heart's 4
seasons 1
journey 2
shadow's 1
unlook'd 1
impiety 1
count 2
hideous 2
feast 1
take 7
feel'st 1
thereof 1
blame 2
paws 1
some 15
unrespected 2
loan 1
waiting 1
blanks 1
worths 1
back 5
worthy 4
title 1
papers 1
trifles 1
delights 2
hate's 1
dimmed 1
vaunt 1
outward 4
bloody 2
respects 1
sole 1
holy 2
darling 1
length 1
blessed 6
lifts 1
babe 1
home 1
print 1
tame 1
although 5
hue 2
grant 2
showing 1
dearer 1
pays 1
ransom 1
envy 1
therein 1
answers 1
well-tuned 1
convert 1
hope 4
soon 1
worthier 1
distillation 1
express'd 1
action 1
goodly 1
pitch 1
glazed 1
kindness 1
dearly 1
fear 4
song 2
exceeded 1
a-doting 1
all-eating 1
made 12
bounty 3
all-oblivious 1
unthrift 1
sense 1
being 18
bell 1
vacant 1
heavy 5
afford 1
field 1
contents 1
virtuous 2
curse 1
cancelled 1
buriest 1
sings 2
thief 3
painted 6
grievances 1
whereupon 1
renewest 1
summer 4
known 1
truth's 1
herald 1
nurse 1
travail 1
crime 2
man 2
stand 4
leisure 3
map 2
together 1
knows 2
may 18
within 4
could 4
allege 1
gaudy 1
health 1
blest 2
zealous 1
engraft 1
dully 1
princes 2
authorizing 1
sweets 4
mend 2
return 2
unseen 1
labouring 1
use 8
subject 1
banquet 1
feel 1
main 3
wander'st 1
bail 1
drown 1
fine 2
find 9
liker 1
backward 1
alter 1
waste 5
cries 1
bearing 1
dry 1
sort 1
fill 1
brood 1
heart 21
friends 3
painter 2
messengers 1
woes 1
forget 2
task 1
true 11
present 1
since 14
befits 1
eyes' 1
strife 1
belong 1
soul 1
abundance 3
best 9
sour 2
stain 2
breath 2
hour 3
men 7
swift-footed 1
make 23
sought 1
master 1
badges 1
riper 1
witness 1
fortify 2
due 6
thyself 6
evident 1
breast 4
coming 2
invention 3
disgraced 1
annoy 1
deceased 2
favourites 1
lov'st 2
commit 1
wilfully 1
sorrow 1
trees 1
cover 2
happier 3
hiding 1
firm 1
happies 1
character 1
brow 6
oppressed 2
fire 3
height 2
gilding 2
myself 9
invent 2
slander's 1
herein 1
husbandry 2
beated 1
benefit 1
quality 1
rude 3
thereby 2
afresh 1
unswept 1
lascivious 1
religious 1
fore-bemoaned 1
jewel 2
sweet-season'd 1
believe 2
long 8
fell 3
pebbled 1
remember 1
into 5
fade 3
adieu 1
unless 4
plants 1
glance 1
nought 3
shamefully 1
perspective 1
womb 1
'thou 1
free 1
honour 7
middle 1
though 13
star 1
fadeth 1
weary 4
sunken 1
heavenly 3
many 9
see'st 1
stay 7
appear 4
dye 1
face 8
impart 1
increasing 1
holds 1
progress 1
adverse 1
open 2
love's 14
limping 1
forced 1
suffering 1
instinct 1
numbers 3
woos 1
travell'd 1
melancholy 1
wrinkles 3
leaves 5
o'er-worn 1
bark 1
bare 3
five 1
ruin 1
beard 1
gazed 1
grow'st 2
please 2
offender's 1
bears 2
conquest 3
thrice 1
look 17
temperate 1
youthful 2
commits 2
allow 1
kills 1
rough 1
reasons 2
father 2
lord 1
slain 1
beast 1
assistance 1
speed 1
towers 1
expired 1
common 1
interest 2
themselves 3
he's 1
poet 2
wonder 1
every 21
unprovident 1
april's 1
'thus 1
odours 1
inferior 1
mars 1
again 7
light's 1
slumbers 1
starved 1
commend 1
indeed 1
bars 2
lodged 1
sun's 1
imaginary 1
comment 1
mark 2
outstripped 1
base 2
invocate 1
bounteous 2
masked 1
eas'd 1
fair 22
revolution 1
loss 6
mow 1
lost 1
stealth 1
controlling 2
still 19
work 3
arise 1
lose 5
cherish 1
outlive 2
toward 1
itself 4
knowing 1
among 1
marigold 1
pride 4
word 2
parallels 1
love 76
steel 1
tongue 2
enjoy 1
secret 1
privilege 1
birds 1
churl 2
slave 4
diest 1
storm-beaten 1
fall 1
ear 1
eat 1
wreckful 1
pictured 1
wherever 1
prevailed 1
boundless 1
repent 1
inhabit 1
gusts 1
siege 1
haste 1
bewailed 1
excel 1
seest 1
appearance 1
liquid 1
miscall'd 1
cannot 5
devour 1
forgot 2
first 4
presagers 1
voice 1
perfect 1
space 1
salving 1
spite 2
defendant 1
mak'st 1
from 44
niggarding 1
depart 1
strength's 1
ill 7
coward 1
rhyme 4
fading 1
darkly 1
praising 2
thrust 1
fame 1
bosom 2
mud 1
commence 1
repair 3
ne'er 1
tract 1
death 9
steal 4
winter 3
new-found 1
elder 1
clouds 4
bestow 1
forsake 1
enmity 1
jealous 1
public 2
paper 1
winds 1
spend 3
youth's 1
sweetest 4
tenants 1
fortune 4
grave 2
advantage 2
ink 1
spent 1
worthless 1
girded 1
perfection 2
hands 2
year 5
recured 1
building 1
music 2
famine 1
poor 6
scorn 1
absent 1
because 1
near 1
featureless 1
moving 1
grief 5
ragged 1
excellent 1
fairly 1
contains 1
stop 2
basest 1
guess 1
unused 4
guest 1
charged 1
desiring 1
fate 1
wherefore 2
hasten 1
least 2
blamed 1
sleep 3
rolling 1
hungry 2
stretched 1
nightly 1
aspect 1
behavior 1
learn 1
spites 1
oppression 1
fast 3
lease 2
sweet 30
nine 1
better'd 1
thorns 2
deliver'd 1
usest 1
concord 1
spring 4
leave 6
blush 1
weeds 1
swift 3
faint 1
add 1
canker-blooms 1
cruel 3
tottered 1
shade 5
often 1
remedy 1
mayst 7
consent 1
respect 2
mutual 1
steeled 1
therefore 4
loathsome 1
crooked 1
famish'd 1
feasts 1
trust 2
private 1
shady 1
choose 1
debarred 1
ride 2
miles 2
expiate 1
gates 1
sorry 1
strikes 1
scope 3
end 6
lines 6
trenches 1
forty 1
wouldst 2
shouldst 5
toil 4
ghastly 1
rich 6
enjoyer 1
praise 16
ruin'd 1
special 2
noted 1
truth 12
aloft 1
age 10
gift 2
feasting 1
wanting 1
called 1
told 2
travel's 1
charter 1
wish'd 1
faults 1
years 1
variation 1
turns 2
foiled 1
number 1
defect 1
strangely 1
succeeding 1
brave 3
darkness 1
sullied 1
shape 5
nothing 9
nay 1
forth 4
doctor-like 1
defects 1
graves 1
silver 1
seasons' 1
carved 1
aid 1
other 10
youngly 1
against 11
fairer 2
air 4
defeat 1
asked 1
lover's 2
rights 1
amiss 2
ere 4
'gainst 5
climbed 1
speak 4
share 1
sacred 1
endeared 1
tender 4
tomb 2
stores 1
filled 1
boat 1
sharp 1
removed 3
powerful 1
meditation 1
acquaintance 1
moan 4
o'er-snowed 1
despising 1
flies 1
shake 3
tops 1
body 3
naked 1
losses 1
points 1
spur 1
admiring 1
brains 1
tresses 1
lov'd 1
usurer 1
presume 1
beauty's 12
closure 1
beguiled 1
all 69
always 1
new 15
separable 1
took 3
read 5
distills 1
already 1
shall 35
devouring 1
clock 2
brass 2
expense 1
mended 1
shalt 6
tann'd 1
mock 2
graciously 1
mouthed 1
shame 6
toiled 1
dumb 3
dreams 2
farthest 1
favour 1
thoughts--from 1
staineth 1
and 266
define 1
predict 1
guilt 1
blunt 1
new-appearing 1
pencil 1
any 5
wrongs 1
bristly 1
wrongfully 1
until 1
appetite 1
dull 1
summon 1
victories 1
thought 14
grecian 2
besmear'd 1
farther 3
taste 2
nativity 1
meadows 1
gentle 7
poverty 1
pearl 1
waves 1
deeds 4
remain 2
vial 1
man's 2
confound 2
shallowest 1
eye 22
himself 2
self-same 1
slow 1
tyrants 1
murd'rous 1
deface 1
rotten 1
shines 2
tongue-tied 2
bosom's 1
another 8
hues 1
doubting 1
worth 12
corrupting 1
are 37
watchman 1
grace 8
patience 1
captive 1
where 25
disabled 1
thievish 2
departest 1
takes 3
stirred 1
broken 1
art 33
jaws 1
triumph 2
vice 1
heals 1
black 4
lacking 1
wilful 1
riot 1
advis'd 1
curls 1
persuade 1
call 4
such 18
showers 1
livery 1
describe 2
raiment 1
through 5
forwards 1
presenteth 1
featured 1
strength 3
assailed 1
offices 1
dwell 3
remains 1
exchequer 1
boast 2
mother 2
either's 2
view 5
didst 1
either 2
white 2
yourself 6
huge 2
dust 1
sovereign 2
purest 1
those 19
work's 1
seeming 1
courses 1
up-locked 1
might 9
worse 1
consecrate 1
decrease 1
longer 4
ignorance 2
leads 1
gladly 1
threescore 1
name 6
crow 1
worst 2
mourn 1
leaving 1
physic 1
trifle 1
blind 1
shop 1
string 1
hidden 1
distance 1
absence 3
book 4
nearly 1
show 17
simplicity 1
nor 24
not 67
now 23
adonis 2
hence 2
lived 2
memorial 1
rite 1
thoughts 9
rack 1
unto 1
green 4
vanished 1
substance 5
complexion 1
was 12
frown 2
war 6
greet 1
way 6
i'll 1
blunting 1
what 32
duty 3
flame 1
play 3
sequent 1
'tis 3
foes 2
vouchsafe 1
when 65
discloses 1
cast 2
dressing 1
frost 1
far 8
broad 1
proudest 1
truly 2
greater 2
metre 1
give 17
images 1
lives 7
double 1
violet 1
excusing 1
lofty 2
another's 1
moon 2
gems 1
slide 1
determined 1
style 2
flesh 1
care 2
bastard 1
lends 3
cures 1
guard 1
pattern 1
harsh 1
smother 1
self-killed 1
gain 2
receiving 1
freedom 1
beggar'd 1
glorious 1
seldom 2
feeds 1
burthen 1
barrenly 1
vile 1
dial 1
more 30
wet 1
friend's 1
born 3
life's 1
unthrifts 1
accessary 1
eyelids 2
kill 2
unthrifty 1
great 4
morn 2
princes' 1
wrong 2
onward 1
hear'st 1
refigured 1
rage 5
behold 4
leese 1
luck 1
pursuing 1
widow 2
despised 1
arrest 1
minded 1
simple 1
used 1
whit 1
tincture 1
bootless 1
influence 2
cloud 2
suns 1
looks 4
provoke 1
few 1
enrich 1
plods 1
rain 2
orient 1
borne 2
king 1
kind 2
sunk 1
plea 3
pleasing 1
men's 2
both 6
most 9
keen 1
bones 1
effect 2
keep 5
hung 2
daily 3
feed'st 1
rudely 1
sheds 1
solemn 1
perceive 1
sums 1
who 15
largess 1
deserves 1
why 14
faith 1
sluttish 1
forbid 3
died 2
captain 2
wards 1
awakes 1
steep-up 1
viewest 1
alone 12
rocks 1
joy 6
sad 5
miracle 1
dies 1
win 1
profit 1
rest 4
move 1
sap 2
silvered 1
wit 4
first-born 1
o'ercharged 1
spurring 1
say 11
gazeth 1
jollity 1
enough 1
increase 3
kingdom 1
shine 3
spread 1
disdaineth 1
couldst 1
posterity 3
user 1
return'd 1
bad 1
matcheth 1
bring 5
awake 1
perpetual 1
fond 1
losing 1
bar 1
suffer 1
untainted 1
rank 1
bett'ring 1
deaths 1
singleness 1
addition 1
know'st 1
saucy 1
grow 3
carve 1
sure 2
unlooked 1
ah 4
league 1
am 18
an 9
former 3
as 65
at 13
dullness 1
peace 1
ay 1
looking 2
frank 1
self-willed 1
strong 6
be 69
abuse 2
prove 6
pass'd 1
ordering 1
deaf 1
dead 8
eyes 26
sea 2
proves 1
masonry 1
see 20
servant 1
accusing 1
tenor 1
inward 3
fool 1
by 56
civil 1
whom 6
scarcely 1
dear 9
foot 2
set 4
contain 1
quicker 1
words 2
breathe 2
food 1
actor 1
fly 1
glowing 1
seemly 1
purging 1
bed 1
beauty 36
broils 1
foison 2
do 46
thunder 1
recompense 1
woe 6
bequest 1
rare 3
won 1
warning 1
utmost 1
needy 1
long-lived 1
tires 2
which 57
needs 1
image 4
refusest 1
complain 1
never 3
she 14
marble 1
knife 2
temptation 1
usury 1
parts 7
uprear 1
carry 1
foe 1
thriftless 1
party 1
frame 3
little 1
deep 4
limbs 2
tears 2
forgive 1
deem 1
for 95
loveliness 1
overturn 1
twilight 1
content 1
burden 1
unhappily 1
offence's 1
signs 1
perhaps 1
skill 3
amazeth 1
unfair 1
trouble 1
sin 3
divide 1
contrary 1
contend 1
sit 1
directed 1
living 6
rehearse 3
thence 1
bound 1
go 2
false 6
tyrant 1
kept 1
breed 2
form 6
teachest 1
cheque 1
gate 1
renew 1
fresh 4
bid 1
he 27
presents 1
very 2
worms 3
placed 1
repose 2
sick 1
speechless 1
painter's 1
maiden 2
thanks 1
flourish 1
else 4
four 1
bitterness 1
'had 1
dearths 1
beside 1
decease 2
if 31
sky 1
issue 1
large 1
in 156
maturity 1
accents 1
is 78
it 42
beauties 3
lively 1
receivest 1
impannelled 1
verdict 1
o'er-sways 1
gave 3
judgement 1
semblance 1
lawful 2
brought 2
works 1
alive 1
crystal 1
distilled 2
thinking 1
sparkling 1
world 18
composed 1
table 1
delight 4
vassal 1
remembrance 2
sadly 1
side 1
duteous 1
break 3
change 6
indirectly 1
draw 3
sullen 2
off 2
comfort 2
to-day 2
hide 3
stick'st 1
nourish'd 1
dregs 1
report 1
oft 3
married 1
rarities 1
theirs 2
sigh 1
lo 2
constant 3
deserv'st 1
outcast 1
while 3
unset 1
anger 1
salve 1
second 4
stands 1
that 153
high 3
edge 1
son 3
than 22
me 69
re-survey 1
antique 4
durst 1
locked 1
mother's 2
possessed 2
follows 1
my 167
tombed 1
gaze 2
belongs 1
survey 1
yourself's 1
evermore 2
termed 1
decay'd 1
heat 1
consumed 1
no 29
behind 2
legacy 1
tenth 1
seal 1
careful 1
afloat 1
head 4
enjoys 1
allay'd 1
defaced 1
of 202
reserve 1
hear 3
mightier 1
fight 2
on 45
brief 1
declines 1
pretty 1
or 44
chance 1
nature 5
cross 2
control 1
whilst 6
poet's 1
phoenix 1
wrought 2
acknowledge 1
surfeit 1
painting 2
decrepit 1
earth 8
alack 2
knit 1
tempting 1
cunning 1
heaven's 5
buried 5
determination 1
embassage 1
pilgrimage 2
falsehood 1
ensconce 1
speaking 2
tongues 2
friend 5
shifts 1
injury 2
drawn 2
they 22
here's 1
thee 89
deny 2
old 12
pleasure 7
settled 1
lusty 2
mightst 1
them 8
then 43
glory 3
morning 1
seat 1
expire 1
invoked 1
trimm'd 1
scythe 2
crawls 1
betwixt 1
sum 3
grief's 1
grounded 1
fleet'st 1
recite 1
sun 8
seek 2
reviewest 1
seen 6
serving 1
seem 5
audit 2
adore 1
'cide 1
so 76
key 1
unions 1
silent 2
sensual 1
stormy 1
one 29
inconstant 1
souls 2
makes 3
closet 1
enemies 1
store 6
beloved 2
flower 2
bud 2
single 4
hill 1
crowned 1
uttering 1
cloak 1
mortality 1
stones 1
to 195
but 87
mask'd 2
nature's 4
willing 1
wantonly 1
advocate 1
quest 1
perceivest 1
cheered 1
weakens 1
up 7
hides 1
written 1
wardrobe 1
passion 1
trophies 1
us 1
children's 1
this 58
astronomy 1
suppose 1
stole 1
sins 2
woman's 3
ocean 3
once 4
debateth 1
solve 1
know 7
sing 3
conspire 1
region 1
deceive 2
ruinate 1
unperfect 1
unfolding 1
imprint 1
cold 4
that's 1
learning 2
pure 1
we 7
life 12
willingly 1
heir 2
world's 3
honey 1
lies 7
virtue 3
'twixt 1
mortal 3
gay 1
watery 1
lovely 5
slight 2
wide 3
teach 1
fleece 1
stone 2
sheaves 1
nights 2
learned's 1
issueless 1
bankrupt 1
torment 1
held 2
none 9
ye 1
april 1
never-resting 1
plagues 1
hell 1
pupil 1
children 1
kissing 1
review 1
sight 11
sighs 1
teeth 1
presence 2
arising 1
wife 1
helen's 2
streams 1
come 7
soundless 1
beggar 1
crush'd 1
women's 3
sea's 1
acquainted 1
force 1
sire 1
confounded 1
well-contented 1
wear 3
slander 1
our 6
derive 1
husband's 1
out 8
weak 1
confess 1
noon 1
hems 1
thrusts 1
seeing 2
unwoo'd 1
counterfeit 3
drooping 1
get 1
resembling 2
dark 1
course 2
leap 1
place 5
copy 1
power 1
dare 3
sits 1
precious 3
sell 1
tired 4
suspect 2
thou 133
offenders 1
abide 1
brain 1
lead 1
untrimmed 1
puts 1
stol'n 2
help 2
cease 1
robe 1
miser 1
elements 2
self 25
robs 2
owe 1
roses 4
date 4
blot 1
dress 1
argument 3
confounding 1
deceivest 1
undivided 1
flattery 1
own 19
tillage 1
canst 3
growing 1
should 28
only 3
verse 10
decays 1
proud 7
curious 1
creatures 1
like 16
goes 1
ugly 1
lack'd 1
towards 1
lovers 1
ending 1
ow'st 1
bareness 1
ranks 1
interim 1
embassy 1
ground 1
send 2
beweep 1
present-absent 1
here 3
note 1
sail 1
purpose 2
bestow'st 1
line 2
stout 1
candles 1
fled 1
hadst 2
blunter 1
weep 3
hers 1
can 25
car 1
surmount 1
who's 1
hearts 3
feeble 1
weed 2
said 2
herd 1
greatest 1
affairs 1
cost 1
motion 1
will 23
idle 1
sufficed 1
is't 1
plight 1
smoke 1
fault 1
age's 2
fearful 1
wilt 5
played 1
yore 1
assured 1
vanishing 1
intend 1
